6.5231,2.9538
6.5231,3.2
6.5231,3.4462
6.5231,3.6923
6.5231,3.9385
6.5231,4.1846
6.5231,4.4308
6.5231,4.6769
6.5231,4.9231
6.5231,5.1692
6.5231,5.4154
6.5231,5.6615
6.5231,5.9077
6.5231,6.1538
6.5231,6.4
6.5231,6.6462
6.5231,6.8923
6.5231,7.1385
6.5231,7.3846
6.5231,7.6308
6.5231,7.8769
6.7692,-7.8769
6.7692,-7.6308
6.7692,-7.3846
6.7692,-7.1385
6.7692,-6.8923
6.7692,-6.6462
6.7692,-6.4
6.7692,-6.1538
6.7692,-5.9077
6.7692,-5.6615
6.7692,-5.4154
6.7692,-5.1692
6.7692,-4.9231
6.7692,-4.6769
6.7692,-4.4308
6.7692,-4.1846
6.7692,-3.9385
6.7692,-3.6923
6.7692,-3.4462
6.7692,-3.2
6.7692,-2.9538
6.7692,-2.7077
6.7692,-2.4615
6.7692,-2.2154
6.7692,-1.9692
6.7692,-1.7231
6.7692,-1.4769
6.7692,-1.2308
6.7692,-0.98462
6.7692,-0.73846
6.7692,-0.49231
6.7692,-0.24615
6.7692,0
6.7692,0.24615
6.7692,0.49231
6.7692,0.73846
6.7692,0.98462
6.7692,1.2308
6.7692,1.4769
6.7692,1.7231
6.7692,1.9692
6.7692,2.2154
6.7692,2.4615
6.7692,2.7077
6.7692,2.9538
6.7692,3.2
6.7692,3.4462
6.7692,3.6923
6.7692,3.9385
6.7692,4.1846
6.7692,4.4308
6.7692,4.6769
6.7692,4.9231
6.7692,5.1692
6.7692,5.4154
6.7692,5.6615
6.7692,5.9077
6.7692,6.1538
6.7692,6.4
6.7692,6.6462
6.7692,6.8923
6.7692,7.1385
6.7692,7.3846
6.7692,7.6308
6.7692,7.8769
7.0154,-7.8769
7.0154,-7.6308
7.0154,-7.3846
7.0154,-7.1385
7.0154,-6.8923
7.0154,-6.6462
7.0154,-6.4
7.0154,-6.1538
7.0154,-5.9077
7.0154,-5.6615
7.0154,-5.4154
7.0154,-5.1692
7.0154,-4.9231
7.0154,-4.6769
7.0154,-4.4308
7.0154,-4.1846
7.0154,-3.9385
7.0154,-3.6923
7.0154,-3.4462
7.0154,-3.2
7.0154,-2.9538
7.0154,-2.7077
7.0154,-2.4615
7.0154,-2.2154
7.0154,-1.9692
7.0154,-1.7231
7.0154,-1.4769
7.0154,-1.2308
7.0154,-0.98462
7.0154,-0.73846
7.0154,-0.49231
7.0154,-0.24615
7.0154,0
7.0154,0.24615
7.0154,0.49231
7.0154,0.73846
7.0154,0.98462
7.0154,1.2308
7.0154,1.4769
7.0154,1.7231
7.0154,1.9692
7.0154,2.2154
7.0154,2.4615
7.0154,2.7077
7.0154,2.9538
7.0154,3.2
7.0154,3.4462
7.0154,3.6923
7.0154,3.9385
7.0154,4.1846
7.0154,4.4308
7.0154,4.6769
7.0154,4.9231
7.0154,5.1692
7.0154,5.4154
7.0154,5.6615
7.0154,5.9077
7.0154,6.1538
7.0154,6.4
7.0154,6.6462
7.0154,6.8923
7.0154,7.1385
7.0154,7.3846
7.0154,7.6308
7.0154,7.8769
7.2615,-7.8769
7.2615,-7.6308
7.2615,-7.3846
7.2615,-7.1385
7.2615,-6.8923
7.2615,-6.6462
7.2615,-6.4
7.2615,-6.1538
7.2615,-5.9077
7.2615,-5.6615
7.2615,-5.4154
7.2615,-5.1692
7.2615,-4.9231
7.2615,-4.6769
7.2615,-4.4308
7.2615,-4.1846
7.2615,-3.9385
7.2615,-3.6923
7.2615,-3.4462
7.2615,-3.2
7.2615,-2.9538
7.2615,-2.7077
7.2615,-2.4615
7.2615,-2.2154
7.2615,-1.9692
7.2615,-1.7231
7.2615,-1.4769
7.2615,-1.2308
7.2615,-0.98462
7.2615,-0.73846
7.2615,-0.49231
7.2615,-0.24615
7.2615,0
7.2615,0.24615
7.2615,0.49231
7.2615,0.73846
7.2615,0.98462
7.2615,1.2308
7.2615,1.4769
7.2615,1.7231
7.2615,1.9692
7.2615,2.2154
7.2615,2.4615
7.2615,2.7077
7.2615,2.9538
7.2615,3.2
7.2615,3.4462
7.2615,3.6923
7.2615,3.9385
7.2615,4.1846
7.2615,4.4308
7.2615,4.6769
7.2615,4.9231
7.2615,5.1692
7.2615,5.4154
7.2615,5.6615
7.2615,5.9077
7.2615,6.1538
7.2615,6.4
7.2615,6.6462
7.2615,6.8923
7.2615,7.1385
7.2615,7.3846
7.2615,7.6308
7.2615,7.8769
7.5077,-7.8769
7.5077,-7.6308
7.5077,-7.3846
7.5077,-7.1385
7.5077,-6.8923
7.5077,-6.6462
7.5077,-6.4
7.5077,-6.1538
7.5077,-5.9077
7.5077,-5.6615
7.5077,-5.4154
7.5077,-5.1692
7.5077,-4.9231
7.5077,-4.6769
7.5077,-4.4308
7.5077,-4.1846
7.5077,-3.9385
7.5077,-3.6923
7.5077,-3.4462
7.5077,-3.2
7.5077,-2.9538
7.5077,-2.7077
7.5077,-2.4615
7.5077,-2.2154
7.5077,-1.9692
7.5077,-1.7231
7.5077,-1.4769
7.5077,-1.2308
7.5077,-0.98462
7.5077,-0.73846
7.5077,-0.49231
7.5077,-0.24615
7.5077,0
7.5077,0.24615
7.5077,0.49231
7.5077,0.73846
7.5077,0.98462
7.5077,1.2308
7.5077,1.4769
7.5077,1.7231
7.5077,1.9692
7.5077,2.2154
7.5077,2.4615
7.5077,2.7077
7.5077,2.9538
7.5077,3.2
7.5077,3.4462
7.5077,3.6923
7.5077,3.9385
7.5077,4.1846
7.5077,4.4308
7.5077,4.6769
7.5077,4.9231
7.5077,5.1692
7.5077,5.4154
7.5077,5.6615
7.5077,5.9077
7.5077,6.1538
7.5077,6.4
7.5077,6.6462
7.5077,6.8923
7.5077,7.1385
7.5077,7.3846
7.5077,7.6308
7.5077,7.8769
7.7538,-7.8769
7.7538,-7.6308
7.7538,-7.3846
7.7538,-7.1385
7.7538,-6.8923
7.7538,-6.6462
7.7538,-6.4
7.7538,-6.1538
7.7538,-5.9077
7.7538,-5.6615
7.7538,-5.4154
7.7538,-5.1692
7.7538,-4.9231
7.7538,-4.6769
7.7538,-4.4308
7.7538,-4.1846
7.7538,-3.9385
7.7538,-3.6923
7.7538,-3.4462
7.7538,-3.2
7.7538,-2.9538
7.7538,-2.7077
7.7538,-2.4615
7.7538,-2.2154
7.7538,-1.9692
7.7538,-1.7231
7.7538,-1.4769
7.7538,-1.2308
7.7538,-0.98462
7.7538,-0.73846
7.7538,-0.49231
7.7538,-0.24615
7.7538,0
7.7538,0.24615
7.7538,0.49231
7.7538,0.73846
7.7538,0.98462
7.7538,1.2308
7.7538,1.4769
7.7538,1.7231
7.7538,1.9692
7.7538,2.2154
7.7538,2.4615
7.7538,2.7077
7.7538,2.9538
7.7538,3.2
7.7538,3.4462
7.7538,3.6923
7.7538,3.9385
7.7538,4.1846
7.7538,4.4308
7.7538,4.6769
7.7538,4.9231
7.7538,5.1692
7.7538,5.4154
7.7538,5.6615
7.7538,5.9077
7.7538,6.1538
7.7538,6.4
7.7538,6.6462
7.7538,6.8923
7.7538,7.1385
7.7538,7.3846
7.7538,7.6308
7.7538,7.8769
8,-7.8769
8,-7.6308
8,-7.3846
8,-7.1385
8,-6.8923
8,-6.6462
8,-6.4
8,-6.1538
8,-5.9077
8,-5.6615
8,-5.4154
8,-5.1692
8,-4.9231
8,-4.6769
8,-4.4308
8,-4.1846
8,-3.9385
8,-3.6923
8,-3.4462
8,-3.2
8,-2.9538
8,-2.7077
8,-2.4615
8,-2.2154
8,-1.9692
8,-1.7231
8,-1.4769
8,-1.2308
8,-0.98462
8,-0.73846
8,-0.49231
8,-0.24615
8,0
8,0.24615
8,0.49231
8,0.73846
8,0.98462
8,1.2308
8,1.4769
8,1.7231
8,1.9692
8,2.2154
8,2.4615
8,2.7077
8,2.9538
8,3.2
8,3.4462
8,3.6923
8,3.9385
8,4.1846
8,4.4308
8,4.6769
8,4.9231
8,5.1692
8,5.4154
8,5.6615
8,5.9077
8,6.1538
8,6.4
8,6.6462
8,6.8923
8,7.1385
8,7.3846
8,7.6308
8,7.8769
